name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"33.9804357,74.9374944",18/02/12,5.7,-4.3,0.4,5.7,-8.1,-1.5,-3.8,73.7,0.3,100,12.5,"rain,snow",0,0,,12.6,106.1,,92.3,3,98.5,8.5,3,,2012-02-18T07:12:44,2012-02-18T18:16:13,0.87,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"42027099999,remote"
"33.9804357,74.9374944",19/02/12,6.4,-5.1,1.1,6.4,-9.2,-0.9,-1.1,85.6,0,0,0,,0,0,,15.8,124.9,,73.5,3,121.2,10.5,5,,2012-02-19T07:11:39,2012-02-19T18:17:08,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",20/02/12,6.7,-1.7,2.2,6.7,-4.4,0.6,0.7,89.7,0.3,100,4.17,rain,0,0,,14.4,155.7,,85.5,3,109.5,9.5,5,,2012-02-20T07:10:34,2012-02-20T18:18:02,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",21/02/12,7.7,0.2,3,7.7,-2.6,1.6,1.3,89.2,6,100,8.33,rain,0,0,,18.7,201.6,,74.3,2.8,146.6,12.7,7,,2012-02-21T07:09:27,2012-02-21T18:18:56,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",22/02/12,7.2,-0.3,2.7,7.2,-4.4,-0.6,1.4,91.9,9,100,12.5,rain,0,0,,32,184.8,,64,2,136,11.8,5,,2012-02-22T07:08:20,2012-02-22T18:19:50,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",23/02/12,12.4,-4.2,2.4,12.4,-5.4,-0.4,-0.8,81.5,7.5,100,8.33,rain,0,0,,28.8,184.2,,37,4,186.2,16.2,7,,2012-02-23T07:07:11,2012-02-23T18:20:43,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",24/02/12,10.1,-8.1,-0.4,10.1,-12.4,-2.3,-5.7,69.5,0,0,0,,0,0,,23.4,168.2,,29.2,4,197.8,17,7,,2012-02-24T07:06:02,2012-02-24T18:21:36,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",25/02/12,11.9,-6.1,1,11.9,-10.4,-1,-5.6,62.8,0,0,0,,0,0,,17.6,118.2,,62.5,4,147.8,12.8,6,,2012-02-25T07:04:52,2012-02-25T18:22:29,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",26/02/12,13.1,-7.1,2.5,13.1,-12.1,0.9,-5.7,57.9,0,0,0,,0,0,,11.5,64.6,,39.6,4,232.4,20,8,,2012-02-26T07:03:40,2012-02-26T18:23:21,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",27/02/12,11.2,-1.8,3.9,11.2,-4.7,2.8,-0.8,71.8,0,0,0,,0,0,,13.7,144,,74.5,3.5,151.1,13,6,,2012-02-27T07:02:29,2012-02-27T18:24:13,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",28/02/12,12.4,-1.6,4.2,12.4,-4.1,3.5,-0.7,72.4,1,100,4.17,rain,0,0,,13,125.4,,41.4,4,183.2,15.8,6,,2012-02-28T07:01:16,2012-02-28T18:25:04,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",29/02/12,12.7,-4.8,3.6,12.7,-9.1,1.9,-4.1,60.6,1,100,4.17,rain,0,0,,18.4,229.5,,23.5,3.8,244.3,21.2,9,,2012-02-29T07:00:02,2012-02-29T18:25:56,0.24,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",01/03/12,12.7,-3.7,4,12.7,-7.3,3,-4.3,58.2,0.3,100,12.5,"rain,snow",0,0,,9.4,344.9,,32.5,4,236,20.5,8,,2012-03-01T06:58:48,2012-03-01T18:26:47,0.25,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",02/03/12,13.7,-4.3,4.3,13.7,-8.5,3.1,-5.3,52.7,0,0,0,,0,0,,11.5,315.7,,24.9,4,248.3,21.5,9,,2012-03-02T06:57:34,2012-03-02T18:27:37,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",03/03/12,16.2,-0.6,6.1,16.2,-3.2,5.3,-3.5,53.4,0,0,0,,0,0,,14.4,202.7,,32.6,4,237.2,20.5,8,,2012-03-03T06:56:18,2012-03-03T18:28:27,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",04/03/12,8.8,0,3.7,8.1,-2.9,1.8,0.7,81.6,26,100,20.83,rain,0,0,,25.6,145.4,,74.4,2.1,152.7,13.4,6,,2012-03-04T06:55:02,2012-03-04T18:29:17,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"42027099999,remote"
"33.9804357,74.9374944",05/03/12,11.1,1.1,5.1,11.1,-0.5,4.3,2,81.8,8,100,8.33,rain,0,0,,17.3,217.2,,51.8,3.8,185.3,15.9,7,,2012-03-05T06:53:46,2012-03-05T18:30:07,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",06/03/12,13.1,-1.5,4.8,13.1,-4.1,3.7,-1.8,65.7,0,0,0,,0,0,,15.5,194,,25.9,4,246.3,21.1,8,,2012-03-06T06:52:28,2012-03-06T18:30:56,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",07/03/12,15.4,-1.2,4.2,15.4,-4.2,2.4,-4.4,56.6,1,100,4.17,rain,0,0,,31.3,157.1,,54.3,3.8,228.1,19.6,8,,2012-03-07T06:51:11,2012-03-07T18:31:45,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",08/03/12,8.4,-1.8,2.6,8.4,-4.1,1.4,-6.4,54.3,3,100,4.17,rain,0,0,,15.1,200,,46.8,3.3,192.1,16.5,8,,2012-03-08T06:49:53,2012-03-08T18:32:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",09/03/12,28.1,14.7,19.8,28.3,14.7,19.8,15.1,76.9,0.5,100,20.83,rain,0,0,,18,234.4,,43.6,3.8,220.1,18.9,7,,2012-09-03T06:05:11,2012-09-03T18:53:20,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",09/03/12,9.4,-5.1,2.5,9.4,-9.2,1,-5.8,57.5,0,0,0,,0,0,,14.4,250.1,,54.4,4,233.5,20.3,9,,2012-03-09T06:48:34,2012-03-09T18:33:22,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",10/03/12,11.2,-2.5,3,11.2,-5.6,2.2,-6,53.6,0.1,100,4.17,rain,0,0,,10.8,159.5,,51.9,4,216.1,18.7,8,,2012-03-10T06:47:15,2012-03-10T18:34:11,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",10/03/12,23.2,9.5,14.7,23.2,9.5,14.7,4.9,55.8,0,0,0,,0,0,,17.6,218.4,,16.2,3.8,255.6,22.1,9,,2012-10-03T06:26:07,2012-10-03T18:11:47,0.6,Clear,Clear conditions throughout the day.,clear-day,"42027099999,remote"
"33.9804357,74.9374944",11/03/12,10.7,-5.9,2.4,10.7,-10.5,0.5,-6.5,55.4,0,0,0,,0,0,,13.3,106.4,,69.8,4,169.4,14.8,6,,2012-03-11T06:45:55,2012-03-11T18:34:59,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",11/03/12,19.1,3.9,9.5,19.1,2.1,9,-1.2,51.5,0,0,0,,0,0,,14,170.6,,4.6,2.5,199.1,17.2,7,,2012-11-03T06:51:33,2012-11-03T17:35:34,0.65,Clear,Clear conditions throughout the day.,clear-day,"42027099999,remote"
"33.9804357,74.9374944",12/03/12,12.5,-1.4,4.4,12.5,-5.1,3.4,-8.4,45.3,0,0,0,,0,0,,10.4,75.9,,8.8,2,167,14.5,6,,2012-12-03T07:19:17,2012-12-03T17:20:49,0.66,Clear,Clear conditions throughout the day.,clear-day,"42027099999,remote"
"33.9804357,74.9374944",12/03/12,11.7,-1.9,3.5,11.7,-4.9,1.7,-4.9,55.7,0.6,100,16.67,"rain,snow",0,0,,16.2,151.1,,93.6,4,119.8,10.2,4,,2012-03-12T06:44:36,2012-03-12T18:35:46,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"42027099999,remote"
"33.9804357,74.9374944",13/03/12,12.4,-3.7,3.3,12.4,-6.7,2.4,-2,71.6,2,100,4.17,rain,0,0,,18.7,167.2,,70.8,3.7,216.3,18.8,9,,2012-03-13T06:43:16,2012-03-13T18:36:34,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",14/03/12,14.2,-2.1,5.1,14.2,-4.3,4.4,-2.7,59.9,0.4,100,4.17,rain,0,0,,13.3,279.3,,51.6,3.7,234.8,20.4,8,,2012-03-14T06:41:55,2012-03-14T18:37:21,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",15/03/12,15.4,-2.7,5.7,15.4,-6.3,4.6,-4.6,51.7,0,0,0,,0,0,,11.5,333.4,,35,4,254.8,21.9,8,,2012-03-15T06:40:34,2012-03-15T18:38:08,0.75,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",16/03/12,14.1,0.7,6.9,14.1,-1.9,6.1,-1.1,58,0,0,0,,0,0,,12.2,122.5,,74.1,4,173.8,14.9,7,,2012-03-16T06:39:13,2012-03-16T18:38:55,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",17/03/12,16.4,2.1,8.5,16.4,-0.2,7.9,1,61.5,0,0,0,,0,0,,10.4,140.3,,54.8,3.5,196.8,17.1,6,,2012-03-17T06:37:52,2012-03-17T18:39:42,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",18/03/12,18.4,1.3,9.7,18.4,-2.2,8.8,2.3,62.5,0,0,0,,0,0,,16.6,116.6,,73.1,3.3,193,16.6,7,,2012-03-18T06:36:31,2012-03-18T18:40:28,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",19/03/12,19.1,4.4,10.7,19.1,2.2,9.6,2.8,60,0.2,100,8.33,rain,0,0,,29.5,155.3,,89.8,4,196.8,16.8,7,,2012-03-19T06:35:09,2012-03-19T18:41:15,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",20/03/12,20.9,-2,9.2,20.9,-5.7,6.6,-2.3,48,1.3,100,25,rain,0,0,,57.2,164.7,,37.3,2.7,235.6,20.5,8,,2012-03-20T06:33:48,2012-03-20T18:42:01,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42027099999,remote"
"33.9804357,74.9374944",21/03/12,16.9,-2.4,6,16.9,-5.8,5.4,-8.2,37.6,0,0,0,,0,0,,14.8,164.3,,21.3,2.8,282.1,24.3,9,,2012-03-21T06:32:26,2012-03-21T18:42:47,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",22/03/12,19.2,-1.5,7.6,19.2,-4.9,6.8,-6.2,40,0,0,0,,0,0,,11.2,49.1,,10.3,4,278.4,24.1,9,,2012-03-22T06:31:04,2012-03-22T18:43:33,0,Clear,Clear conditions throughout the day.,clear-day,"42027099999,remote"
"33.9804357,74.9374944",23/03/12,20.7,0.6,9.3,20.7,-2.5,8.5,-4.2,40.9,0,0,0,,0,0,,9.4,8.9,,40.5,4,257.3,22.3,9,,2012-03-23T06:29:42,2012-03-23T18:44:19,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",24/03/12,21.2,2.4,10,21.2,-0.1,9.4,-2.4,43.7,0,0,0,,0,0,,14.4,180.5,,33.7,4,274.9,23.8,9,,2012-03-24T06:28:21,2012-03-24T18:45:05,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",25/03/12,19.9,2.8,9.5,19.9,0.5,9,-0.5,51.6,0.1,100,4.17,rain,0,0,,10.1,127.3,,84.6,4,155.8,13.4,6,,2012-03-25T06:26:59,2012-03-25T18:45:50,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",26/03/12,12.4,1.6,7,12.4,-0.4,6.1,2.9,76.8,7.2,100,12.5,rain,0,0,,23,178.6,,63,3.1,207.9,18.1,7,,2012-03-26T06:25:37,2012-03-26T18:46:36,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",27/03/12,13.4,1.7,7.6,13.4,-1,6.7,1.5,67.5,0,0,0,,0,0,,14.8,115,,83.5,3.8,150.5,13,4,,2012-03-27T06:24:15,2012-03-27T18:47:21,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",28/03/12,17.4,2.1,9,17.4,-0.4,8.4,1.5,61.3,0.2,100,4.17,rain,0,0,,12.6,157.4,,41.8,4,253.7,21.8,8,,2012-03-28T06:22:54,2012-03-28T18:48:07,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",29/03/12,20.9,-0.1,10.8,20.9,-3.9,9.9,-0.7,50,0,0,0,,0,0,,13.3,343.4,,24.9,4,301.7,26,10,,2012-03-29T06:21:32,2012-03-29T18:48:52,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",30/03/12,22.2,0.6,12.2,22.2,-3.5,11.4,-2,42.1,0,0,0,,0,0,,14.8,17.3,,37.7,4,296.3,25.5,10,,2012-03-30T06:20:11,2012-03-30T18:49:38,0.25,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",31/03/12,21.1,5.8,13.4,21.1,4,13,0,42.5,0,0,0,,0,0,,15.1,155.8,,54.1,4,285.5,24.6,9,,2012-03-31T06:18:50,2012-03-31T18:50:23,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",01/04/12,18.9,7.1,12.7,18.9,5.7,12.3,2.9,53.7,2,100,4.17,rain,0,0,,11.5,22.5,,75.6,3.5,244.1,21,9,,2012-04-01T06:17:29,2012-04-01T18:51:08,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",02/04/12,19.9,5.9,13,19.9,3.8,12.5,3.2,54,0.2,100,8.33,rain,0,0,,16.6,239.3,,70.7,3.4,223,19.2,8,,2012-04-02T06:16:08,2012-04-02T18:51:53,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",03/04/12,21.4,5.4,13.4,21.4,3.2,12.9,3.8,55,0,0,0,,0,0,,11.9,145.3,,56.6,4,257.7,22.3,9,,2012-04-03T06:14:48,2012-04-03T18:52:39,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",04/04/12,22.4,4.8,13.5,22.4,2.7,13.2,3.1,52.8,0,0,0,,0,0,,13.7,196.3,,35.9,4,308.5,26.8,10,,2012-04-04T06:13:28,2012-04-04T18:53:24,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",05/04/12,20.7,5.1,12.3,20.7,3.1,11.9,2.1,52,0.3,100,4.17,rain,0,0,,9.7,335.4,,35,4,257.1,22.2,8,,2012-04-05T06:12:08,2012-04-05T18:54:09,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",06/04/12,20.2,3,11.4,20.2,0.4,10.8,0.5,52.4,0,0,0,,0,0,,13,324.8,,40.4,4,271.2,23.4,8,,2012-04-06T06:10:49,2012-04-06T18:54:55,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",07/04/12,20.7,2.3,11.8,20.7,-0.7,11.3,1.3,51.3,0,0,0,,0,0,,15.5,283,,35.4,4,263.3,22.8,9,,2012-04-07T06:09:30,2012-04-07T18:55:40,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",08/04/12,23.1,3.7,13,23.1,1.2,12.5,2.5,52.4,0,0,0,,0,0,,17.3,291,,42,4,293.7,25.2,10,,2012-04-08T06:08:11,2012-04-08T18:56:25,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",09/04/12,20.2,6.7,12.3,20.2,6.5,12.3,5.6,65,7.3,100,16.67,rain,0,0,,16.2,187.3,,83.9,3,225.2,19.3,8,,2012-04-09T06:06:53,2012-04-09T18:57:11,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",09/04/12,28.1,13.9,19.2,28.3,13.9,19.2,15.2,79.7,5.8,100,41.67,rain,0,0,,18.4,214,,48.4,3.7,210,18.3,7,,2012-09-04T06:05:53,2012-09-04T18:51:59,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",10/04/12,13.7,5.7,9.9,13.7,3.8,9.7,6.8,81.8,26,100,20.83,rain,0,0,,20.2,161.9,,86.6,3,174.2,15.1,7,,2012-04-10T06:05:35,2012-04-10T18:57:56,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",10/04/12,21.2,7.4,13.7,21.2,6.2,13.5,4,55.7,0,0,0,,0,0,,16.9,218,,15.2,3.8,251.1,21.7,8,,2012-10-04T06:26:51,2012-10-04T18:10:26,0.63,Clear,Clear conditions throughout the day.,clear-day,"42027099999,remote"
"33.9804357,74.9374944",11/04/12,13.2,3.2,8.2,13.2,0.6,7.5,5.2,82.3,15.9,100,12.5,rain,0,0,,18.7,139.6,,83.1,3.3,181.5,15.6,7,,2012-04-11T06:04:18,2012-04-11T18:58:42,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"42027099999,remote"
"33.9804357,74.9374944",11/04/12,18.4,3.4,8.7,18.4,2.1,8.3,-1.6,51,0,0,0,,0,0,,16.6,148.1,,0.5,2.9,196.7,16.9,7,,2012-11-04T06:52:28,2012-11-04T17:34:41,0.68,Clear,Clear conditions throughout the day.,clear-day,"42027099999,remote"
"33.9804357,74.9374944",12/04/12,17.1,2.8,9.1,17.1,0.7,8.5,3.9,72.5,3,100,8.33,rain,0,0,,13,142,,58.7,3.8,264.2,22.9,9,,2012-04-12T06:03:02,2012-04-12T18:59:28,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",12/04/12,14,-1.6,4.9,14,-5.5,3.7,-8,45.8,0,0,0,,0,0,,11.9,50.5,,3.3,2,167,14.6,6,,2012-12-04T07:20:07,2012-12-04T17:20:47,0.69,Clear,Clear conditions throughout the day.,clear-day,"42027099999,remote"
"33.9804357,74.9374944",13/04/12,12.1,2.9,7.5,12.1,0.8,6.9,3.8,79.1,6,100,8.33,rain,0,0,,10.4,101.8,,84.2,3.5,173.3,15,7,,2012-04-13T06:01:46,2012-04-13T19:00:13,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",14/04/12,16.2,2.7,8.5,16.2,1,8,2.5,68.2,6.1,100,4.17,rain,0,0,,14.8,177.2,,64.9,4,237.1,20.5,9,,2012-04-14T06:00:30,2012-04-14T19:00:59,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",15/04/12,15.1,1.6,8.4,15.1,-0.8,7.9,2.6,68.6,1.5,100,16.67,rain,0,0,,15.5,231.8,,32.9,4,239.8,20.6,7,,2012-04-15T05:59:15,2012-04-15T19:01:45,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",16/04/12,18.7,1.9,9.9,18.7,-0.5,9.4,3.3,66.9,0.4,100,8.33,"rain,snow",0,0,,13.3,264.9,,38.4,4,289.3,24.8,9,,2012-04-16T05:58:01,2012-04-16T19:02:31,0.83,"Snow, Rain, Partially cloudy",Clearing in the afternoon with morning rain or snow.,rain,"42027099999,remote"
"33.9804357,74.9374944",17/04/12,20.9,3.9,11.4,20.9,1.9,11,3.6,61.5,0,0,0,,0,0,,14,208.3,,74.2,4,278.2,23.9,9,,2012-04-17T05:56:47,2012-04-17T19:03:17,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",18/04/12,22.4,3.7,12.4,22.4,1.5,12.1,3.5,58.8,0,0,0,,0,0,,15.8,209.6,,47.8,4,289.7,25,10,,2012-04-18T05:55:35,2012-04-18T19:04:03,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",19/04/12,22.4,5.9,12.6,22.4,4.3,12.3,4.3,59.7,2.3,100,20.83,rain,0,0,,14,143.3,,72.7,4,192.6,16.7,7,,2012-04-19T05:54:22,2012-04-19T19:04:49,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",20/04/12,20.9,5.6,12.5,20.9,3.7,12.1,6.3,68.1,10,100,16.67,rain,0,0,,13.3,137.5,,88.1,3.5,187.7,16.1,7,,2012-04-20T05:53:11,2012-04-20T19:05:35,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",21/04/12,21.2,6.2,12.7,21.2,5.4,12.5,6.4,69,4,100,4.17,rain,0,0,,14,186.2,,49.2,3.5,316.5,27.4,10,,2012-04-21T05:52:00,2012-04-21T19:06:21,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",22/04/12,20.1,5.2,11.2,20.1,3.8,11,5.6,70.4,1.4,100,25,rain,0,0,,14.8,190,,50.5,3.8,253,22,8,,2012-04-22T05:50:51,2012-04-22T19:07:07,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",23/04/12,17.4,4.9,10.8,17.4,3.5,10.6,5.9,73.3,2.1,100,8.33,rain,0,0,,15.8,161.9,,64.4,3.5,242.4,21,8,,2012-04-23T05:49:42,2012-04-23T19:07:54,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42027099999,remote"
"33.9804357,74.9374944",24/04/12,19.9,4.1,12,19.9,2.2,11.6,5.7,68,0,0,0,,0,0,,15.8,154.1,,39.2,4,298.4,25.7,9,,2012-04-24T05:48:34,2012-04-24T19:08:40,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"42027099999,remote"
"33.9804357,74.9374944",25/04/12,20.7,5.2,12.1,20.7,3.6,11.9,5.7,66.5,3,100,4.17,rain,0,0,,16.2,157.9,,50.6,4,272.1,23.5,9,,2012-04-25T05:47:26,2012-04-25T19:09:26,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",26/04/12,17.4,5.2,11.2,17.4,4.1,11.1,6.4,73.7,7.2,100,12.5,rain,0,0,,18.4,169,,53.4,3.5,234.4,20.2,7,,2012-04-26T05:46:20,2012-04-26T19:10:13,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"42027099999,remote"
"33.9804357,74.9374944",27/04/12,19.1,4.3,11.2,19.1,2.7,10.9,5.1,68.1,0.9,100,4.17,rain,0,0,,13,171.6,,59.7,4,226.4,19.7,8,,2012-04-27T05:45:15,2012-04-27T19:10:59,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",28/04/12,17.9,5.7,10.4,17.9,5.7,10.3,5.4,73,0.5,100,16.67,rain,0,0,,14.8,168.5,,79.7,4,196.5,17,6,,2012-04-28T05:44:10,2012-04-28T19:11:46,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",29/04/12,14.4,5.1,9,14.4,4,8.8,5.6,79.9,2,100,4.17,rain,0,0,,13.3,166.2,,87.5,3.8,142.1,12.3,4,,2012-04-29T05:43:07,2012-04-29T19:12:32,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",30/04/12,16.2,3.6,9.4,16.2,3.6,9.3,3.3,68.9,0.4,100,4.17,rain,0,0,,16.6,230.8,,45.3,4,289,24.9,9,,2012-04-30T05:42:05,2012-04-30T19:13:19,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",01/05/12,13.7,2.6,8.3,13.7,0.5,7.8,2.3,68.6,0.4,100,4.17,rain,0,0,,16.9,160.3,,50.4,3.8,290.1,24.9,9,,2012-05-01T05:41:03,2012-05-01T19:14:06,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"42027099999,remote"
"33.9804357,74.9374944",02/05/12,19.4,1,10.5,19.4,-1.9,9.9,1.9,60.4,0,0,0,,0,0,,16.6,245.3,,29.9,4,348.4,30,10,,2012-05-02T05:40:03,2012-05-02T19:14:52,0.37,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"42027099999,remote"
